word,emotion,intensity,polarity
绝长补短,PH,5.0,1.0
胸中无数,NN,5.0,2.0
索然无味,NE,5.0,2.0
柔枝嫩条,PH,5.0,1.0
如芒刺背,NE,5.0,0.0
如梦初觉,PA,5.0,0.0
如操左券,PG,5.0,1.0
稳操左券,PG,5.0,1.0
如释重负,PE,5.0,0.0
辱国殄民,NN,7.0,2.0
入室升堂,PH,7.0,1.0
软硬兼施,PH,5.0,1.0
撒豆成兵,PC,5.0,1.0
塞上江南,PH,7.0,1.0
三心两意,NN,5.0,2.0
三求四告,PF,5.0,0.0
三般两样,NN,7.0,2.0
三魂出窍,NC,7.0,0.0
三翻四覆,NN,5.0,2.0
散伤丑害,NN,5.0,2.0
杀鸡焉用牛刀,NN,5.0,0.0
珊珊来迟,NN,5.0,2.0
善马熟人,PH,7.0,1.0
伤教败俗,NN,7.0,2.0
赏劳罚罪,PH,7.0,1.0
上慢下暴,NN,7.0,2.0
舍本求末,NN,7.0,2.0
社鼠城狐,NN,7.0,2.0
伸冤理枉,PA,7.0,1.0
身名俱败,NB,7.0,2.0
身无立锥,NB,5.0,0.0
深中笃行,PH,7.0,1.0
深明大义,PH,7.0,1.0
深根宁极,PH,5.0,1.0
深雠大恨,ND,7.0,0.0
神仙中人,PH,5.0,1.0
神施鬼设,PH,7.0,1.0
神清骨秀,PH,7.0,1.0
神焦鬼烂,NB,7.0,2.0
神圣工巧,PH,7.0,1.0
神醉心往,PF,7.0,0.0
神嚎鬼哭,NB,7.0,0.0
剩菜残羹,NN,5.0,2.0
失魂丧魄,NI,7.0,0.0
驷之过隙,NB,5.0,0.0
驷马高门,PB,7.0,0.0
松柏之茂,PH,7.0,1.0
宋玉东墙,PH,7.0,1.0
搜章擿句,NN,5.0,2.0
夙世冤业,ND,9.0,2.0
随方就圆,PH,7.0,1.0
随物赋形,PH,7.0,1.0
随珠荆玉,PH,9.0,1.0
随寓而安,PE,5.0,1.0
岁在龙蛇,NB,5.0,0.0
遂非文过,NN,7.0,2.0
碎身糜躯,PH,7.0,1.0
损人益己,NN,7.0,2.0
所当无敌,PH,9.0,1.0
太阿倒持,NB,7.0,0.0
贪夫狥财,NN,7.0,2.0
贪污腐化,NN,9.0,2.0
摊书傲百城,PH,9.0,1.0
谈若悬河,PH,7.0,1.0
谈议风生,PH,7.0,1.0
探幽索隐,PH,5.0,1.0
探囊胠箧,NN,5.0,2.0
淘沙得金,PH,7.0,1.0
韬迹隐智,PH,7.0,1.0
桃花人面,PB,7.0,0.0
桃李无言，下自成蹊,PH,7.0,1.0
桃蹊柳曲,PH,7.0,1.0
蹄閒三寻,PH,7.0,1.0
摘句寻章,NN,7.0,2.0
天之骄子,PH,9.0,1.0
天地诛戮,ND,9.0,2.0
天华乱坠,NN,7.0,2.0
天崩地塌,NB,9.0,2.0
天道宁论,NL,7.0,2.0
天壤王郎,NJ,7.0,2.0
添砖加瓦,PH,5.0,1.0
恬然自足,PE,5.0,1.0
挑精拣肥,NN,5.0,2.0
铁心木肠,NN,7.0,2.0
铁面鎗牙,PH,7.0,1.0
铁绰铜琶,PH,7.0,1.0
停辛贮苦,NE,7.0,0.0
通天达地,PH,9.0,1.0
通古博今,PH,7.0,1.0
通风报讯,NN,7.0,2.0
通儒达识,PD,7.0,1.0
同文共轨,PA,7.0,1.0
同心合胆,PA,7.0,1.0
同心戮力,PA,7.0,1.0
同条共贯,PA,7.0,1.0
同恶相党,ND,7.0,2.0
同声共气,PB,7.0,1.0
铜心铁胆,PH,7.0,1.0
铜浇铁铸,PH,7.0,1.0
偷声细气,NN,7.0,2.0
头昏眼花,NE,5.0,0.0
头破血淋,NB,7.0,0.0
头痛脑热,NE,5.0,0.0
学习,PH,5.0,0.0
口惠,NN,5.0,2.0
宽舒,PE,3.0,1.0
愧色,NG,7.0,1.0
苦主,NB,5.0,0.0
溃散,NI,7.0,2.0
胖墩墩,PB,5.0,0.0
刨根儿,PH,5.0,0.0
跑跑颠颠,NE,5.0,0.0
庖代,NN,5.0,2.0
陪侍,PE,5.0,0.0
赔话,NH,5.0,0.0
盆景,PH,3.0,0.0
捧哏,PA,5.0,0.0
疲塌,NN,5.0,2.0
偏巧,PH,5.0,1.0
漂亮话,NN,7.0,2.0
姘居,NN,9.0,2.0
凭信,PG,5.0,0.0
泼冷水,NN,5.0,0.0
浅嚐辄止,NN,5.0,2.0
强中更有强中手,PG,7.0,1.0
强嘴硬牙,PH,7.0,1.0
跷足抗首,PF,7.0,0.0
敲膏吸髓,NN,7.0,2.0
巧作名目,NN,7.0,2.0
寝食不安,NE,5.0,0.0
青云独步,PH,7.0,1.0
轻世傲物,NN,7.0,2.0
轻言肆口,NN,5.0,2.0
轻财贵义,PH,5.0,1.0
倾肝沥胆,PH,7.0,1.0
清歌曼舞,PH,5.0,1.0
求生害仁,NN,5.0,2.0
驱雷掣电,PH,7.0,1.0
去暗投明,PH,7.0,1.0
劝善惩恶,PH,7.0,1.0
鹊巢鸠占,NN,5.0,2.0
燃萁之敏,PH,5.0,1.0
热心苦口,PH,5.0,1.0
人言可畏,NI,5.0,0.0
人琴两亡,NB,5.0,0.0
仁者能仁,PH,5.0,1.0
日旰不食,PH,5.0,1.0
日昃旰食,PH,5.0,1.0
日暖风恬,PE,5.0,1.0
切中,PH,5.0,1.0
情敌,NK,7.0,0.0
求和,NN,7.0,0.0
求饶,NC,7.0,0.0
趋附,NN,7.0,2.0
五体投诚,PD,9.0,1.0
夕寐宵兴,PH,9.0,1.0
析辩诡辞,NN,7.0,2.0
犀角烛怪,PH,5.0,1.0
席薪枕塊,NB,5.0,0.0
洗垢索瘢,NN,7.0,2.0
遐迩著闻,PH,7.0,1.0
下车泣罪,PH,7.0,1.0
先意希旨,PH,7.0,1.0
鲜衣怒马,NN,5.0,2.0
闲花野草,NN,5.0,2.0
贤身贵体,PD,7.0,0.0
涎脸涎皮,NN,7.0,2.0
嫌长道短,NN,5.0,2.0
现钟弗打,NN,5.0,2.0
相得益章,PH,5.0,1.0
像心像意,PA,5.0,0.0
逍遥物外,PA,7.0,0.0
销魂夺魄,PB,9.0,2.0
孝子爱日,PH,7.0,1.0
邪魔歪道,NN,7.0,2.0
心灰意败,NB,7.0,0.0
心如金石,PH,5.0,1.0
心怡神旷,PE,5.0,1.0
心焦火燎,NI,7.0,0.0
心照情交,PH,7.0,1.0
心绪如麻,NE,7.0,0.0
心惊肉战,NC,7.0,0.0
新昏宴尔,PA,7.0,0.0
兴如嚼蜡,NE,7.0,2.0
枯骨之馀,NB,7.0,0.0
枯体灰心,NN,7.0,2.0
匡谬正俗,PH,7.0,1.0
来者不善,NN,7.0,2.0
乐昌之镜,NB,5.0,0.0
乐极哀来,NB,5.0,0.0
离情别绪,NB,7.0,0.0
离鸾别鹄,NB,5.0,0.0
理冤摘伏,PA,7.0,1.0
历世摩钝,PH,5.0,1.0
脸红筋涨,NA,7.0,0.0
轻生,NN,5.0,2.0
情怀,PE,5.0,0.0
情书,PB,5.0,0.0
请战书,PH,5.0,0.0
增强,PA,5.0,0.0
种子选手,PH,5.0,1.0
重孝,NB,9.0,0.0
酎金,PD,5.0,0.0
烛光,PE,5.0,0.0
主力舰,PD,5.0,1.0
主子,PD,5.0,0.0
注目,PD,5.0,1.0
转游,PA,5.0,0.0
装点,PB,5.0,0.0
撞车,NC,5.0,0.0
追忆,PF,5.0,0.0
准将,PD,5.0,1.0
捉奸,NA,7.0,2.0
哀哀父母,NH,7.0,0.0
騃女痴男,PB,5.0,0.0
爱才如命,PB,5.0,0.0
爱莫之助,NH,5.0,0.0
爱则加诸膝，恶则坠诸渊,NN,7.0,2.0
安堵乐业,PE,5.0,0.0
安老怀少,PH,5.0,1.0
安生乐业,PA,5.0,0.0
安家乐业,PE,5.0,0.0
昂头阔步,PH,7.0,1.0
傲慢无礼,NN,7.0,2.0
奥妙无穷,PH,7.0,1.0
八窗玲珑,PH,7.0,1.0
拔山盖世,PH,7.0,1.0
拔丛出类,PH,7.0,1.0
霸王风月,NN,7.0,2.0
白首北面,PH,7.0,1.0
白衣卿相,PH,7.0,1.0
百废待举,PK,7.0,0.0
百伶百俐,PH,7.0,1.0
百无一成,NN,7.0,2.0
败於垂成,NJ,7.0,0.0
拜恩私室,PH,7.0,1.0
搬脣递舌,NN,7.0,2.0
半涂而废,NN,7.0,2.0
饱学之士,PH,7.0,1.0
报雠雪恨,ND,7.0,0.0
抱负不凡,PH,7.0,1.0
抱恨黄泉,NJ,7.0,0.0
暴虐无道,ND,7.0,2.0
杯蛇幻影,NC,7.0,2.0
悲欢离合,PA,5.0,0.0
背乡离井,NB,5.0,0.0
背恩负义,NN,7.0,2.0
奔走之友,PH,5.0,1.0
鼻孔撩天,NN,7.0,2.0
落选,NB,5.0,0.0
闭气,NE,5.0,2.0
蔽塞,NE,5.0,2.0
东冲西撞,NN,5.0,2.0
冻浦鱼惊,PH,9.0,1.0
斗脣合舌,NN,5.0,2.0
都中纸贵,PH,7.0,1.0
独占鰲头,PH,7.0,1.0
独鹤鸡群,PH,7.0,1.0
杜隙防微,PH,5.0,1.0
断头将军,PH,7.0,1.0
对证下药,PH,5.0,1.0
遁天倍情,NN,5.0,2.0
多见广识,PH,7.0,1.0
咄咄书空,NE,5.0,0.0
阿权膴仕,NN,7.0,2.0
恶衣菲食,PH,5.0,1.0
恶不去善,PH,7.0,1.0
二分明月,PH,5.0,1.0
伐异党同,NN,7.0,2.0
反正拨乱,PH,7.0,1.0
犯而勿校,PH,7.0,1.0
方滋未艾,PH,7.0,1.0
放达不羁,PH,5.0,1.0
飞流短长,ND,5.0,2.0
飞谋荐谤,ND,7.0,2.0
分心挂腹,PF,7.0,0.0
分毫析釐,PH,7.0,1.0
焚薮而田,NN,7.0,2.0
忿然作色,NA,5.0,0.0
丰亨豫大,PE,5.0,1.0
风木含悲,NB,7.0,0.0
恨事,NJ,5.0,0.0
忽地,PC,3.0,0.0
虎贲,PH,7.0,1.0
低潮,NJ,3.0,2.0
嘀咕,NN,3.0,2.0
敌阵,NA,5.0,0.0
抵抗,PH,5.0,1.0
地保,NN,5.0,2.0
良种,PH,5.0,1.0
亮铮铮,PH,5.0,1.0
泠泠,PA,5.0,0.0
流徙,NB,5.0,0.0
先世,PD,3.0,0.0
杀价,NN,3.0,2.0
伤风,NB,3.0,2.0
上士,PD,5.0,0.0
汗流夹背,NC,7.0,0.0
胡言汉语,NN,5.0,2.0
胡说乱道,NN,5.0,2.0
鹄峙鸾停,PH,7.0,1.0
怙终不悔,NN,7.0,2.0
化民成俗,PH,7.0,1.0
怀才不遇,NB,7.0,0.0
怀瑾握瑜,PH,7.0,1.0
欢呼鼓舞,PA,7.0,0.0
还朴反古,PE,5.0,0.0
黄发骀背,PD,5.0,0.0
灰飞烟灭,NB,7.0,0.0
挥沐吐餐,PH,7.0,1.0
隳肝沥胆,PH,7.0,1.0
回头是岸,PG,5.0,0.0
悔罪自新,PH,5.0,1.0
毁钟为铎,NN,7.0,2.0
贿货公行,NN,7.0,2.0
昏头转向,NE,5.0,0.0
魂不守宅,NI,7.0,0.0
魂飞神丧,PC,9.0,0.0
魂飞胆裂,PC,9.0,0.0
魂劳梦断,PF,9.0,0.0
魂飘神荡,NC,9.0,0.0
活神活现,PH,7.0,1.0
火上添油,NN,5.0,2.0
祸近池鱼,NB,5.0,0.0
豁人耳目,PH,7.0,1.0
击钵催诗,PH,5.0,1.0
饥寒交凑,NB,5.0,0.0
赍志以没,NB,7.0,0.0
鸡犬桑麻,PE,5.0,0.0
极情纵欲,NN,7.0,2.0
急竹繁丝,PA,5.0,0.0
嫉贪如雠,ND,7.0,0.0
计斗负才,PH,7.0,1.0
计无复之,NB,5.0,0.0
际会风云,PA,7.0,1.0
加人一等,PH,7.0,1.0
家败人亡,NB,7.0,0.0
嘉言懿行,PH,7.0,1.0
假门假氏,NN,5.0,2.0
架谎凿空,NN,7.0,2.0
兼爱无私,PH,5.0,1.0
孤舟独桨,NB,5.0,0.0
孤豚腐鼠,NN,5.0,2.0
孤悬浮寄,NB,5.0,0.0
骨软肉酥,NE,5.0,0.0
鼓舌摇脣,NN,7.0,2.0
鼓腹含和,PE,5.0,1.0
瞽言萏议,PD,5.0,1.0
故甚其词,NN,5.0,2.0
顾盼生姿,PH,7.0,1.0
顾头不顾尾,NN,5.0,2.0
寡不胜众,NB,5.0,0.0
怪事咄咄,PC,7.0,0.0
观场矮人,NN,7.0,2.0
冠履倒易,NN,5.0,2.0
贯朽粟红,PE,5.0,1.0
光采夺目,PH,7.0,1.0
广土众民,PE,5.0,0.0
龟玉毁椟,NN,7.0,2.0
瑰意琦行,PH,7.0,1.0
鬼功神力,PH,9.0,1.0
鬼蜮技俩,NN,7.0,2.0
贵不可言,PD,9.0,1.0
贵远贱近,NN,7.0,2.0
刿心刳肺,NN,7.0,2.0
国而忘家,PH,7.0,1.0
过门不入,PH,7.0,1.0
海中捞月,NN,5.0,2.0
骇目振心,NC,7.0,0.0
酣暢淋漓,PA,7.0,0.0
含血噀人,NN,7.0,2.0
含哺鼓腹,PE,7.0,1.0
含霜履雪,PH,7.0,1.0
韩寿偷香,NN,7.0,2.0
寒腹短识,NN,7.0,2.0
汗马之功,PH,9.0,1.0
汗流浃体,NC,7.0,0.0
好心好意,PH,5.0,1.0
好佚恶劳,NN,7.0,2.0
豪取智笼,NN,7.0,2.0
浩浩荡荡,PH,7.0,1.0
河山带砺,PH,7.0,1.0
河东狮子吼,NN,7.0,2.0
河海清宴,PE,5.0,1.0
涸辙枯鱼,NE,7.0,0.0
鹤怨猿惊,NE,7.0,0.0
鹤发松姿,PH,7.0,1.0
黑漆皮灯笼,NN,7.0,2.0
横行逆施,NN,7.0,2.0
横眉冷目,NN,9.0,2.0
横翔捷出,PH,7.0,1.0
横科暴敛,NN,7.0,2.0
横徵苛役,NN,7.0,2.0
轰天裂地,PC,7.0,1.0
闳言崇议,PH,7.0,1.0
鸿消鲤息,NB,5.0,0.0
鸿渐之仪,PH,7.0,1.0
鸿鹄之志,PH,7.0,1.0
后进之秀,PH,7.0,1.0
呼天叩地,NB,9.0,0.0
狐死兔泣,NB,7.0,0.0
狐假鸱张,NN,7.0,2.0
狐鸣枭噪,NN,7.0,2.0
胡支扯叶,NN,7.0,2.0
师傅,PD,5.0,0.0
实干,PH,5.0,1.0
使命,PD,5.0,1.0
收买,NN,7.0,2.0
交椅,PD,5.0,0.0
绞痛,NC,7.0,0.0
剿袭,NN,7.0,2.0
揭底,NN,5.0,0.0
劫持,NC,5.0,2.0
结发夫妻,PD,5.0,0.0
解颜,PA,5.0,0.0
借问,PD,5.0,0.0
窝囊,NN,7.0,2.0
无比,PH,9.0,1.0
货色,NN,5.0,2.0
急刹车,NI,5.0,0.0
大眼贼,NC,7.0,0.0
担风险,NC,5.0,0.0
悼亡,NB,7.0,0.0
变故,NB,7.0,0.0
变天,NC,5.0,2.0
辨明,PG,5.0,0.0
辩诬,NA,3.0,0.0
表决,PG,3.0,0.0
瘪三,ND,5.0,2.0
冰霜,NC,5.0,0.0
兵权,PD,5.0,0.0
病包儿,NN,7.0,2.0
病夫,ND,7.0,2.0
剥夺,ND,5.0,0.0
驳难,NN,7.0,2.0
补偿,NH,5.0,0.0
哺育,PA,5.0,0.0
不定,NL,7.0,0.0
不及,NN,5.0,2.0
不了,NL,3.0,0.0
不人道,NN,7.0,2.0
不是玩儿的,NC,5.0,0.0
不暇,NE,5.0,0.0
噱头,PA,7.0,1.0
开胃,PA,5.0,0.0
铿然,PH,5.0,1.0
用工夫,PH,5.0,1.0
幽囚,NN,5.0,0.0
游乐,PA,5.0,0.0
游园会,PA,5.0,0.0
诱致,NN,5.0,2.0
远垂不朽,PH,7.0,1.0
月圆花好,PB,5.0,0.0
悦目赏心,PA,7.0,0.0
云起雪飞,PH,5.0,1.0
云涌飙发,PH,7.0,1.0
云树之思,PF,5.0,0.0
咂嘴弄舌,NN,5.0,2.0
赃污狼藉,NN,7.0,2.0
赃贿狼籍,NN,7.0,2.0
造言生事,NN,5.0,2.0
贼人心虚,NI,5.0,0.0
贼头鼠脑,NN,7.0,2.0
沾沾自衒,NN,7.0,2.0
斩头沥血,PH,7.0,1.0
战战栗栗,NC,7.0,0.0
张嘴挢舌,NC,5.0,0.0
招权纳赇,NN,7.0,2.0
朝梁暮陈,NN,7.0,2.0
贞风亮节,PH,7.0,1.0
枕戈泣血,NA,7.0,0.0
整本大套,PH,5.0,1.0
正明公道,PH,7.0,1.0
之死靡他,PH,7.0,1.0
执鞭随镫,PH,5.0,1.0
直眉瞪眼,NA,5.0,0.0
指山卖磨,NN,5.0,2.0
指东划西,NN,5.0,2.0
十死九活,NC,7.0,0.0
十战十胜,PH,7.0,1.0
识文断字,PH,5.0,1.0
识微知著,PH,7.0,1.0
食子徇君,NN,7.0,2.0
食不兼肉,PH,5.0,0.0
食甘寝宁,PE,5.0,0.0
使性摜气,NN,5.0,2.0
市井小人,NN,7.0,2.0
饰情矫行,NN,7.0,2.0
视如陌路,NN,5.0,2.0
视险如夷,PA,7.0,0.0
逝将去汝,NB,9.0,0.0
誓海盟山,PG,7.0,1.0
山盟海誓,PG,7.0,1.0
適居其反,NJ,5.0,2.0
手足异处,NB,7.0,0.0
守正不回,PH,7.0,1.0
书香世家,PH,7.0,1.0
输肝写胆,PH,7.0,1.0
鼠雀之辈,ND,7.0,2.0
鼠窜蜂逝,NI,7.0,2.0
数短论长,NN,5.0,2.0
束手无术,NE,5.0,0.0
束马县车,NE,7.0,0.0
树倒猢猻散,NB,7.0,0.0
率马以骥,PH,7.0,1.0
爽心豁目,PA,7.0,1.0
水火不辞,PH,7.0,1.0
水底摸月,NN,5.0,2.0
顺天应人,PH,5.0,1.0
顺风吹火,PA,5.0,1.0
说地谈天,NN,5.0,2.0
思妇病母,NN,5.0,2.0
死有余诛,NN,7.0,2.0
死於非命,NB,5.0,0.0
四通五达,PA,5.0,1.0
孤苦零丁,NB,7.0,0.0
谷马砺兵,NC,5.0,0.0
骨瘦如豺,NB,5.0,0.0
鼓脣弄舌,NN,7.0,2.0
鼓脑争头,NN,5.0,2.0
故伎重演,NN,7.0,2.0
故态复还,NN,5.0,2.0
顾盼多姿,PH,7.0,1.0
挂席为门,NB,5.0,0.0
怪声怪气,NN,5.0,2.0
官官相卫,NN,7.0,2.0
冠山戴粒,PH,5.0,1.0
贯穿融会,PH,7.0,1.0
光华夺目,PH,7.0,1.0
广夏细旃,PA,5.0,0.0
归正首邱,PE,5.0,0.0
龟厌不告,NJ,5.0,0.0
规重矩叠,PH,5.0,1.0
诡形奇制,PC,7.0,2.0
鬼神不测,PC,7.0,1.0
鬼瞰其室,NN,7.0,2.0
贵少贱老,NN,5.0,2.0
桂折一枝,PH,7.0,1.0
刿目怵心,NC,7.0,0.0
果行育德,PH,5.0,1.0
过屠大嚼,NN,7.0,2.0
海约山盟,PG,9.0,0.0
亥豕相望,NN,5.0,2.0
骇浪惊涛,NC,7.0,0.0
邯郸匍匐,NN,7.0,2.0
含汙忍垢,NB,7.0,0.0
含垢忍污,NB,7.0,0.0
含章天挺,PH,7.0,1.0
函盖乾坤,PH,7.0,1.0
韩卢逐逡,NN,7.0,2.0
汗牛充屋,PH,7.0,1.0
好言好语,PB,5.0,0.0
好善嫉恶,PH,5.0,1.0
合眼摸象,NN,5.0,2.0
河出伏流,PC,5.0,1.0
河清难俟,NE,7.0,0.0
鹤背扬州,NN,7.0,2.0
鹤唳华亭,PF,7.0,0.0
黑白混淆,NN,7.0,2.0
横三顺四,NN,5.0,2.0
横拖竖拉,NN,5.0,2.0
横眉怒视,NN,9.0,2.0
横僿不文,NN,7.0,2.0
横祸非灾,NB,7.0,2.0
衡石量书,PH,7.0,1.0
烘堂大笑,PA,5.0,1.0
闳意眇指,PH,7.0,1.0
鸿函钜椟,PH,7.0,1.0
鸿笔丽藻,PH,7.0,1.0
鸿篇巨著,PH,9.0,1.0
鸿鶱凤立,PH,7.0,1.0
厚生利用,PH,5.0,1.0
呼天籥地,NA,9.0,0.0
狐朋狗友,NN,7.0,2.0
狐裘蒙戎,NN,7.0,2.0
狐凭鼠伏,NI,7.0,0.0
失踪,NI,5.0,0.0
施斋,PD,5.0,0.0
识见,PH,5.0,1.0
实用主义,NN,5.0,2.0
世交,PD,5.0,0.0
事迹,PH,7.0,1.0
誓言,PG,7.0,0.0
手泽,PD,5.0,0.0
委过,NN,5.0,2.0
温暾,PE,5.0,0.0
兀傲,NN,5.0,2.0
投隙抵罅,NN,7.0,2.0
徒有其名,NN,7.0,2.0
涂歌里咏,PE,7.0,1.0
土豪劣绅,NN,7.0,2.0
吐珠於泽，谁能不含,NN,5.0,2.0
兔角牛翼,NN,5.0,2.0
抟沙嚼蜡,NN,7.0,2.0
推天抢地,NN,5.0,2.0
推诚布公,PH,7.0,1.0
颓垣败壁,NB,7.0,2.0
退避三舍,PH,7.0,1.0
吞纸抱犬,PH,7.0,1.0
屯积居奇,NN,7.0,2.0
讬骥之蝇,PD,5.0,0.0
脱颖而出,PH,7.0,1.0
跅弛不羁,NN,7.0,2.0
瓦解冰消,NB,7.0,0.0
歪风邪气,NN,7.0,2.0
外宽内忌,NN,7.0,2.0
剜肉成疮,NN,7.0,2.0
玩兵黩武,NN,9.0,2.0
顽皮贼骨,NN,7.0,2.0
亡矢遗镞,NB,3.0,0.0
亡国之声,NN,7.0,2.0
王后卢前,PH,7.0,1.0
枉用心机,NB,7.0,0.0
枉费心思,NB,7.0,0.0
忘乎其形,NN,7.0,2.0
望文生训,NN,7.0,2.0
望梅阁老,NN,7.0,2.0
望尘莫及,NB,7.0,0.0
危言竦论,NC,7.0,2.0
威凤一羽,PH,7.0,1.0
巍巍荡荡,PH,9.0,1.0
为蛇画足,NN,7.0,2.0
为民请命,PH,7.0,1.0
违天逆理,ND,9.0,2.0
违法乱纪,NN,7.0,2.0
唯吾独尊,NN,9.0,2.0
帷灯匣剑,NL,7.0,2.0
惟利是求,NN,7.0,2.0
伟绩丰功,PH,9.0,1.0
未焚徙薪,PH,7.0,1.0
渭川千亩,PH,7.0,1.0
文山会海,NN,7.0,2.0
文君新寡,NB,7.0,0.0
文修武偃,PE,7.0,1.0
文章宗工,PH,7.0,1.0
文无加点,PH,7.0,1.0
文籍先生,PD,5.0,1.0
闻风而至,PH,7.0,1.0
闻噎废食,NN,7.0,2.0
问官答花,NN,7.0,2.0
瓮天蠡海,NN,7.0,2.0
我黼子佩,PH,7.0,1.0
握云拿雾,PH,7.0,1.0
乌天黑地,NN,7.0,2.0
乌集之众,NN,7.0,2.0
屋乌之爱,PB,7.0,0.0
无下箸处,NN,7.0,2.0
无巧不成书,PC,7.0,0.0
无可如何,NE,5.0,0.0
无用武之地,NJ,7.0,2.0
无有伦比,PH,9.0,1.0
无名火气,NA,7.0,0.0
无束无拘,PA,5.0,0.0
无其奈何,NE,5.0,0.0
无所忌惮,NN,7.0,2.0
无所適从,NE,5.0,0.0
无相无作,PH,5.0,1.0
无计所奈,NE,5.0,0.0
无坚不陷,PH,7.0,1.0
无胫而来,PH,7.0,1.0
无为自化,PH,7.0,1.0
鼎沸,PA,7.0,0.0
动刑,NC,7.0,0.0
逗趣儿,PA,5.0,1.0
独裁者,NN,7.0,2.0
焰火,PA,5.0,0.0
离弃,ND,7.0,2.0
老夫子,PD,7.0,1.0
乐得,PE,5.0,0.0
泪水,NB,5.0,0.0
冷冰冰,NN,5.0,2.0
愣头儿青,NN,7.0,2.0
力行,PH,5.0,1.0
普照,PE,5.0,1.0
启发,PA,5.0,0.0
牵缠,NN,5.0,0.0
潜伏,NC,5.0,0.0
行号卧泣,NB,9.0,0.0
形影相附,NB,7.0,1.0
倖灾乐祸,NN,5.0,2.0
休休有容,PH,7.0,1.0
牙签玉轴,PH,5.0,0.0
延颈跂踵,PD,7.0,0.0
岩居川观,PE,7.0,1.0
燕妒莺惭,PH,9.0,1.0
扬眉眴目,NA,7.0,0.0
杨柳宫眉,PH,7.0,1.0
瑶林玉树,PH,7.0,1.0
权柄,PD,5.0,0.0
劝诱,PH,7.0,2.0
群英会,PH,5.0,1.0
热肠,PH,7.0,1.0
人杰,PH,7.0,1.0
认错,NG,5.0,1.0
荣耀,PH,9.0,1.0
容受,PH,3.0,0.0
如实,PG,5.0,0.0
蠕蠕,NN,7.0,2.0
锐意,PH,7.0,1.0
雪案萤灯,PH,9.0,1.0
颜骨柳筋,PH,7.0,1.0
逸兴遄飞,PA,7.0,1.0
尘埃传染,NC,5.0,2.0
硬撅撅,ND,7.0,2.0
舆台,NN,3.0,2.0
泥足巨人,NN,5.0,2.0
比翼齐飞? ,PH,7.0,1.0
红叶题诗,PA,5.0,0.0
伯埙仲篪,PH,5.0,1.0
三迭阳关,NB,7.0,0.0
车殆马烦,NE,7.0,0.0
不世之功,PH,9.0,1.0
枯木逢春,PA,7.0,1.0
万民涂炭,NE,9.0,2.0
美名,PH,5.0,1.0
猛孤丁地,PC,5.0,0.0
功烈,PH,7.0,1.0
孤胆,PH,7.0,1.0
革命反正,PH,7.0,1.0
橡皮图章,NN,5.0,2.0
神仙,PH,7.0,1.0
扑面,PE,5.0,0.0
猥辞,ND,7.0,2.0
达官显贵,PD,7.0,0.0
天旋地转,NE,7.0,0.0
没齿无怨,PE,7.0,1.0
商讨,PD,1.0,1.0
隐鳞戢翼,PD,5.0,1.0
千金市骨,PK,5.0,1.0
破崖绝角,PH,3.0,1.0
柔远怀来,PH,5.0,1.0
神武挂冠,PE,5.0,0.0
活该,NA,3.0,0.0
重地,PD,7.0,0.0
宣战,PG,9.0,0.0
追击,NA,7.0,1.0
潜光隐耀,PE,7.0,0.0
跌荡,PA,5.0,1.0
黄齑淡饭,NE,5.0,2.0
黄袍加身,PA,9.0,0.0
焦黄,NB,3.0,0.0
摈弃,NB,5.0,0.0
视死如饴,PH,5.0,1.0
无所不可,PH,9.0,1.0
对手,PK,5.0,0.0
拳拳,PE,7.0,1.0
当头一棒,NC,3.0,0.0
荣辱,PH,5.0,1.0
浑浑沈沈,NN,5.0,2.0
易子而食,NN,7.0,2.0
泻肚,NB,1.0,2.0
谢绝,ND,3.0,0.0
心腹,PG,3.0,0.0
心事,NG,1.0,0.0
信守,PH,3.0,1.0
惺惺,PH,5.0,0.0
行乐,PA,3.0,0.0
凶殴,NC,9.0,0.0
虚文,ND,5.0,0.0
震荡,NC,1.0,0.0
风烛残年,NN,1.0,0.0
月里嫦娥,PH,7.0,1.0
鸱目虎吻,ND,7.0,1.0
驿路梅花,PF,5.0,1.0
意气洋洋,NN,5.0,2.0
因敌取资,PH,5.0,0.0
殷天蔽日,PK,5.0,0.0
淫言诐行,NN,3.0,2.0
愁眉,NE,7.0,2.0
垂暮,NB,7.0,2.0
摧枯振朽,PH,7.0,1.0
存亡续绝,PE,5.0,1.0
措心积虑,ND,7.0,2.0
打恭作揖,PD,5.0,1.0
打击报复,NN,7.0,2.0
大旱望云,PK,5.0,0.0
大马金刀,PH,5.0,1.0
大肆厥辞,PH,7.0,1.0
大胆包身,PH,5.0,1.0
带月披星,PH,5.0,1.0
戴月披星,PH,5.0,1.0
戴头识脸,PH,5.0,1.0
单文孤证,NN,5.0,2.0
胆大於身,PH,5.0,1.0
胆丧魂惊,NC,9.0,2.0
诞罔不经,NN,5.0,2.0
党邪陷正,NN,5.0,2.0
刀头剑首,NC,5.0,0.0
倒持干戈,NN,5.0,2.0
蹈火赴汤,PH,5.0,1.0
道存目击,PH,5.0,1.0
道高望重,PD,5.0,1.0
道貌俨然,PD,5.0,1.0
道头会尾,PH,5.0,1.0
得未曾有,PA,5.0,1.0
德配天地,PH,7.0,1.0
低眉垂眼,NG,5.0,0.0
砥节励行,PH,5.0,1.0
点水不漏,PH,5.0,1.0
雕心雁爪,ND,7.0,2.0
