word	emotion	emotion-intensity-score
rue	sadness	0.391
monsoon	sadness	0.391
brute	sadness	0.391
cage	sadness	0.391
subvert	sadness	0.384
jealousy	sadness	0.382
geriatric	sadness	0.379
struggle	sadness	0.379
miss	sadness	0.379
inexcusable	sadness	0.379
ashes	sadness	0.377
descent	sadness	0.377
entangled	sadness	0.377
blackness	sadness	0.375
inferior	sadness	0.375
landslide	sadness	0.375
sucks	sadness	0.375
oust	sadness	0.375
funk	sadness	0.375
withdraw	sadness	0.375
goodbye	sadness	0.375
exhaustion	sadness	0.375
overcast	sadness	0.375
disqualify	sadness	0.375
scar	sadness	0.375
dispel	sadness	0.375
prostitution	sadness	0.375
parting	sadness	0.375
sympathy	sadness	0.375
rabid	sadness	0.375
slump	sadness	0.375
inconsiderate	sadness	0.375
noncompliance	sadness	0.375
wasting	sadness	0.375
murky	sadness	0.375
unattractive	sadness	0.373
delay	sadness	0.373
apologize	sadness	0.370
crazy	sadness	0.368
bastard	sadness	0.366
deteriorated	sadness	0.365
inter	sadness	0.364
empty	sadness	0.364
mocking	sadness	0.363
adder	sadness	0.361
fruitless	sadness	0.359
plaintive	sadness	0.359
unemployed	sadness	0.359
fuss	sadness	0.359
servile	sadness	0.359
lockup	sadness	0.359
flounder	sadness	0.359
arraignment	sadness	0.359
unsuccessful	sadness	0.359
inefficiency	sadness	0.359
consecration	sadness	0.359
obesity	sadness	0.359
hindering	sadness	0.359
fainting	sadness	0.359
unable	sadness	0.359
misunderstanding	sadness	0.359
disconnect	sadness	0.359
austere	sadness	0.359
wrangling	sadness	0.359
taunt	sadness	0.359
tremor	sadness	0.359
affront	sadness	0.359
corse	sadness	0.359
defendant	sadness	0.359
unpopular	sadness	0.359
idiocy	sadness	0.359
doubt	sadness	0.359
perpetrator	sadness	0.359
numbness	sadness	0.359
hunter	sadness	0.359
unrest	sadness	0.351
absentee	sadness	0.348
wimpy	sadness	0.348
intervention	sadness	0.348
spoiler	sadness	0.348
waste	sadness	0.348
flaw	sadness	0.347
blindly	sadness	0.344
cumbersome	sadness	0.344
thrash	sadness	0.344
militia	sadness	0.344
lawsuit	sadness	0.344
detention	sadness	0.344
uninspired	sadness	0.344
desert	sadness	0.344
uninvited	sadness	0.344
attenuation	sadness	0.344
litigate	sadness	0.344
intercede	sadness	0.344
furrow	sadness	0.344
lagging	sadness	0.344
forfeit	sadness	0.344
stained	sadness	0.344
surgery	sadness	0.344
plea	sadness	0.344
specter	sadness	0.344
resigned	sadness	0.344
myopia	sadness	0.339
unaccountable	sadness	0.339
mishap	sadness	0.338
probation	sadness	0.336
disagreeing	sadness	0.333
severance	sadness	0.333
endless	sadness	0.328
soreness	sadness	0.328
dependence	sadness	0.328
unacceptable	sadness	0.328
adrift	sadness	0.328
leave	sadness	0.328
bondage	sadness	0.328
unacknowledged	sadness	0.328
nepotism	sadness	0.328
squall	sadness	0.328
nether	sadness	0.328
bacteria	sadness	0.328
incompetent	sadness	0.328
disallowed	sadness	0.328
sterile	sadness	0.328
scold	sadness	0.327
flaccid	sadness	0.324
hobo	sadness	0.323
fragile	sadness	0.319
stingy	sadness	0.319
sue	sadness	0.318
scarcely	sadness	0.318
inhibit	sadness	0.312
committal	sadness	0.312
nonsensical	sadness	0.312
evanescence	sadness	0.312
thresh	sadness	0.312
skid	sadness	0.312
mistake	sadness	0.312
wan	sadness	0.312
defy	sadness	0.312
ulcer	sadness	0.312
nostalgia	sadness	0.312
hamstring	sadness	0.312
fatty	sadness	0.312
clouded	sadness	0.312
conceal	sadness	0.311
blemish	sadness	0.310
resisting	sadness	0.309
sympathetic	sadness	0.307
bugaboo	sadness	0.304
opium	sadness	0.303
confess	sadness	0.303
alas	sadness	0.302
subsidence	sadness	0.297
halting	sadness	0.297
suppress	sadness	0.297
mislead	sadness	0.297
migraine	sadness	0.297
incase	sadness	0.297
inappropriate	sadness	0.297
incompatible	sadness	0.297
wrinkled	sadness	0.297
dull	sadness	0.297
weak	sadness	0.297
discontinuity	sadness	0.297
toocold	sadness	0.297
setback	sadness	0.297
hermit	sadness	0.296
moving	sadness	0.295
shrink	sadness	0.295
shiver	sadness	0.291
unimportant	sadness	0.288
constraint	sadness	0.288
tramp	sadness	0.288
rubble	sadness	0.282
black	sadness	0.281
negro	sadness	0.281
adverse	sadness	0.281
senseless	sadness	0.281
grey	sadness	0.281
confession	sadness	0.281
down	sadness	0.281
taint	sadness	0.281
revoke	sadness	0.281
unseat	sadness	0.281
excluding	sadness	0.281
flinch	sadness	0.281
grumpy	sadness	0.281
timid	sadness	0.281
shortage	sadness	0.281
overdue	sadness	0.281
scrapie	sadness	0.281
wearily	sadness	0.281
remove	sadness	0.281
apathy	sadness	0.281
flop	sadness	0.281
knell	sadness	0.275
throb	sadness	0.273
jurisprudence	sadness	0.273
confusion	sadness	0.273
humbled	sadness	0.273
soldier	sadness	0.273
gray	sadness	0.269
lax	sadness	0.266
eternity	sadness	0.266
obstacle	sadness	0.266
drifted	sadness	0.266
leaving	sadness	0.266
remiss	sadness	0.266
shack	sadness	0.266
mixedemotions	sadness	0.266
unrealistic	sadness	0.266
slur	sadness	0.266
inconvenient	sadness	0.263
misrepresentation	sadness	0.259
restrict	sadness	0.259
stagnant	sadness	0.259
disservice	sadness	0.258
nosun	sadness	0.255
backwater	sadness	0.255
wilderness	sadness	0.255
pine	sadness	0.250
labored	sadness	0.250
speculation	sadness	0.250
tempest	sadness	0.250
bang	sadness	0.250
gullible	sadness	0.250
anchorage	sadness	0.250
older	sadness	0.250
incomplete	sadness	0.250
wasteful	sadness	0.250
communism	sadness	0.250
error	sadness	0.250
undying	sadness	0.250
uneducated	sadness	0.250
humbug	sadness	0.250
unexplained	sadness	0.250
rainyday	sadness	0.242
demonstrative	sadness	0.242
melodrama	sadness	0.242
necessity	sadness	0.236
boredom	sadness	0.235
void	sadness	0.234
uninteresting	sadness	0.234
burke	sadness	0.234
depart	sadness	0.234
healing	sadness	0.234
warp	sadness	0.234
cancel	sadness	0.234
sentence	sadness	0.234
cloudy	sadness	0.234
misty	sadness	0.234
blockade	sadness	0.234
foggy	sadness	0.234
pale	sadness	0.234
trash	sadness	0.234
hollow	sadness	0.234
case	sadness	0.228
rainy	sadness	0.227
uninterested	sadness	0.223
onerous	sadness	0.223
bottom	sadness	0.223
fasting	sadness	0.220
thirst	sadness	0.219
discolored	sadness	0.219
dole	sadness	0.219
indifference	sadness	0.219
boooo	sadness	0.219
blunder	sadness	0.219
coping	sadness	0.219
pious	sadness	0.219
cocaine	sadness	0.218
tough	sadness	0.212
arid	sadness	0.203
hoary	sadness	0.203
sprain	sadness	0.203
lower	sadness	0.203
chargeable	sadness	0.203
sluggish	sadness	0.203
yucky	sadness	0.203
revolution	sadness	0.203
fat	sadness	0.203
chilly	sadness	0.203
wanting	sadness	0.202
progression	sadness	0.201
closure	sadness	0.195
unbeaten	sadness	0.193
meh	sadness	0.188
rumor	sadness	0.188
invalid	sadness	0.188
veal	sadness	0.188
retirement	sadness	0.188
cataract	sadness	0.188
heartfelt	sadness	0.188
rack	sadness	0.188
interrupted	sadness	0.188
halter	sadness	0.188
cold	sadness	0.188
splitting	sadness	0.188
oddity	sadness	0.188
tease	sadness	0.188
concerned	sadness	0.184
sarcasm	sadness	0.181
strip	sadness	0.179
sap	sadness	0.172
feeling	sadness	0.172
overload	sadness	0.172
eschew	sadness	0.172
esteem	sadness	0.172
divided	sadness	0.172
memories	sadness	0.172
cupping	sadness	0.172
destination	sadness	0.170
nosnow	sadness	0.169
limited	sadness	0.167
rain	sadness	0.163
willful	sadness	0.160
untitled	sadness	0.157
weeds	sadness	0.156
cross	sadness	0.156
stint	sadness	0.156
pare	sadness	0.155
snort	sadness	0.154
inconsequential	sadness	0.152
procession	sadness	0.152
tax	sadness	0.142
overpriced	sadness	0.141
weight	sadness	0.141
tolerate	sadness	0.141
lesbian	sadness	0.141
emo	sadness	0.141
mug	sadness	0.141
touchy	sadness	0.140
kennel	sadness	0.130
grounded	sadness	0.130
meek	sadness	0.125
stillness	sadness	0.125
sisterhood	sadness	0.125
theocratic	sadness	0.125
socialist	sadness	0.125
terrific	sadness	0.125
unpaid	sadness	0.125
clouds	sadness	0.125
margin	sadness	0.125
commemorate	sadness	0.125
late	sadness	0.125
default	sadness	0.121
lace	sadness	0.118
unpublished	sadness	0.116
interested	sadness	0.114
fortress	sadness	0.110
ultimate	sadness	0.109
rating	sadness	0.109
fleece	sadness	0.109
orchestra	sadness	0.109
harry	sadness	0.109
priesthood	sadness	0.109
lush	sadness	0.109
sanctify	sadness	0.108
income	sadness	0.100
boo	sadness	0.094
quiet	sadness	0.094
sonnet	sadness	0.094
winning	sadness	0.094
vainly	sadness	0.091
wet	sadness	0.078
humble	sadness	0.078
motivating	sadness	0.078
hug	sadness	0.078
opera	sadness	0.078
hut	sadness	0.078
ovation	sadness	0.078
treat	sadness	0.076
hymn	sadness	0.064
honest	sadness	0.062
relics	sadness	0.061
couch	sadness	0.060
waffle	sadness	0.047
musical	sadness	0.045
shell	sadness	0.045
savor	sadness	0.034
vote	sadness	0.031
napkin	sadness	0.031
sing	sadness	0.017
mother	sadness	0.016
music	sadness	0.016
nutritious	sadness	0.015
lovely	sadness	0.009
romance	sadness	0.000
sweetheart	sadness	0.000
art	sadness	0.000
liquor	sadness	0.000
surprise	surprise	0.930
explode	surprise	0.906
flabbergast	surprise	0.906
explosion	surprise	0.898
ambush	surprise	0.883
explosive	surprise	0.883
eruption	surprise	0.883
shockingly	surprise	0.875
frighten	surprise	0.875
startle	surprise	0.875
surprisingly	surprise	0.875
frightened	surprise	0.867
surprising	surprise	0.867
surprised	surprise	0.867
thrilling	surprise	0.859
outburst	surprise	0.859
miracle	surprise	0.859
blast	surprise	0.852
alarm	surprise	0.852
astonishingly	surprise	0.852
jolt	surprise	0.844
shock	surprise	0.844
thunderstruck	surprise	0.844
catastrophe	surprise	0.836
dazzle	surprise	0.836
bang	surprise	0.836
fright	surprise	0.836
unexpectedly	surprise	0.836
suddenly	surprise	0.828
bewilderment	surprise	0.828
emergency	surprise	0.828
startling	surprise	0.828
stunned	surprise	0.820
astound	surprise	0.820
disaster	surprise	0.812
jackpot	surprise	0.812
earthquake	surprise	0.812
aghast	surprise	0.805
climax	surprise	0.805
astonishment	surprise	0.805
astonish	surprise	0.805
scare	surprise	0.797
awestruck	surprise	0.797
exclaim	surprise	0.789
bomb	surprise	0.789
erupt	surprise	0.789
amazement	surprise	0.781
alarming	surprise	0.773
detonate	surprise	0.773
raid	surprise	0.773
invade	surprise	0.773
miraculous	surprise	0.773
abduction	surprise	0.773
kidnap	surprise	0.766
stupefy	surprise	0.758
dumfound	surprise	0.758
unpredictable	surprise	0.758
overwhelming	surprise	0.758
outrageous	surprise	0.750
erratic	surprise	0.750
accident	surprise	0.750
unimaginable	surprise	0.750
horror	surprise	0.742
blitz	surprise	0.742
wreck	surprise	0.742
bewilder	surprise	0.742
petrify	surprise	0.742
slaughter	surprise	0.742
flinch	surprise	0.742
amaze	surprise	0.742
stupefaction	surprise	0.734
frenetic	surprise	0.734
frantic	surprise	0.734
crash	surprise	0.734
excitement	surprise	0.734
riotous	surprise	0.727
outcry	surprise	0.727
vanished	surprise	0.727
moonstruck	surprise	0.727
sudden	surprise	0.727
amazedness	surprise	0.719
scream	surprise	0.719
shriek	surprise	0.719
sabotage	surprise	0.719
unanticipated	surprise	0.719
breathless	surprise	0.719
bewildered	surprise	0.719
awe	surprise	0.719
manslaughter	surprise	0.719
rupture	surprise	0.719
gasp	surprise	0.711
shot	surprise	0.711
uncontrollable	surprise	0.711
stun	surprise	0.711
unexpected	surprise	0.711
electrify	surprise	0.711
avalanche	surprise	0.711
slam	surprise	0.703
unforeseen	surprise	0.703
suspense	surprise	0.703
abrupt	surprise	0.703
intruder	surprise	0.703
surge	surprise	0.703
devastation	surprise	0.703
unprecedented	surprise	0.695
urgent	surprise	0.695
excite	surprise	0.695
stab	surprise	0.695
volatility	surprise	0.695
yell	surprise	0.695
strike	surprise	0.695
dumfounder	surprise	0.695
disturbance	surprise	0.688
incredible	surprise	0.688
spectacular	surprise	0.688
carnage	surprise	0.688
recklessness	surprise	0.680
monstrous	surprise	0.680
thrill	surprise	0.680
clamor	surprise	0.680
slap	surprise	0.680
inexplicable	surprise	0.672
captivate	surprise	0.672
striking	surprise	0.672
terrorist	surprise	0.672
accidentally	surprise	0.672
exhilaration	surprise	0.672
exciting	surprise	0.672
accidental	surprise	0.672
revolution	surprise	0.664
freakish	surprise	0.664
topple	surprise	0.664
dire	surprise	0.664
volcano	surprise	0.664
bloodshed	surprise	0.656
sneak	surprise	0.656
unspeakable	surprise	0.656
revolt	surprise	0.656
incendiary	surprise	0.656
unsuspecting	surprise	0.648
attacking	surprise	0.648
unintended	surprise	0.648
spellbound	surprise	0.648
amazingly	surprise	0.648
cyclone	surprise	0.648
disruption	surprise	0.648
epidemic	surprise	0.648
violent	surprise	0.648
mutiny	surprise	0.648
wildfire	surprise	0.641
indescribable	surprise	0.641
screech	surprise	0.641
tumult	surprise	0.641
enthusiasm	surprise	0.641
shout	surprise	0.641
improvisation	surprise	0.641
excitation	surprise	0.641
agape	surprise	0.633
anomaly	surprise	0.633
uncertain	surprise	0.633
treachery	surprise	0.633
gape	surprise	0.633
apparition	surprise	0.633
presto	surprise	0.633
plunder	surprise	0.633
trick	surprise	0.625
distress	surprise	0.625
wonderment	surprise	0.625
murderous	surprise	0.625
slaughtering	surprise	0.625
tempest	surprise	0.625
urgency	surprise	0.625
sorcery	surprise	0.625
mystery	surprise	0.625
excited	surprise	0.625
inimaginable	surprise	0.617
prank	surprise	0.617
intense	surprise	0.617
murder	surprise	0.617
quickness	surprise	0.617
vanish	surprise	0.617
trickery	surprise	0.617
intrusive	surprise	0.617
splash	surprise	0.609
shatter	surprise	0.609
magical	surprise	0.609
unstable	surprise	0.609
strangle	surprise	0.609
thief	surprise	0.609
coup	surprise	0.609
blindfold	surprise	0.609
tackle	surprise	0.602
jubilee	surprise	0.602
inconceivable	surprise	0.602
betray	surprise	0.602
deluge	surprise	0.602
assail	surprise	0.602
stupor	surprise	0.602
defy	surprise	0.602
lightning	surprise	0.594
monstrosity	surprise	0.594
stupendous	surprise	0.594
shrill	surprise	0.594
alerts	surprise	0.594
mishap	surprise	0.594
paralyzed	surprise	0.586
deceit	surprise	0.586
mysterious	surprise	0.586
bonus	surprise	0.586
wild	surprise	0.586
wondrous	surprise	0.586
randomly	surprise	0.586
pitfall	surprise	0.586
uncanny	surprise	0.586
jubilant	surprise	0.578
fluke	surprise	0.578
godsend	surprise	0.578
electric	surprise	0.578
death	surprise	0.578
raving	surprise	0.578
oddity	surprise	0.578
rejoicing	surprise	0.578
bizarre	surprise	0.578
stagger	surprise	0.578
premature	surprise	0.578
revenge	surprise	0.570
dynamic	surprise	0.570
dismay	surprise	0.570
nefarious	surprise	0.562
uncover	surprise	0.562
reappear	surprise	0.562
reward	surprise	0.562
ecstatic	surprise	0.562
fascinate	surprise	0.562
jerk	surprise	0.562
crescendo	surprise	0.555
whim	surprise	0.555
conjure	surprise	0.555
thaumaturgy	surprise	0.555
zany	surprise	0.555
rescue	surprise	0.547
heroism	surprise	0.547
thwart	surprise	0.547
daze	surprise	0.547
rarity	surprise	0.547
tantalizing	surprise	0.547
unbridled	surprise	0.547
winner	surprise	0.547
ejaculation	surprise	0.547
illuminate	surprise	0.547
violation	surprise	0.539
lucky	surprise	0.539
marvel	surprise	0.539
punch	surprise	0.539
insult	surprise	0.539
celebration	surprise	0.539
cheer	surprise	0.539
interrupt	surprise	0.539
lunge	surprise	0.539
illusion	surprise	0.539
treason	surprise	0.539
sensation	surprise	0.531
snag	surprise	0.531
fearfully	surprise	0.531
concealed	surprise	0.531
jest	surprise	0.531
banger	surprise	0.531
affront	surprise	0.531
veer	surprise	0.523
victimized	surprise	0.523
abandonment	surprise	0.523
liberate	surprise	0.523
majestic	surprise	0.523
rejoice	surprise	0.523
immediacy	surprise	0.523
scorpion	surprise	0.523
wonder	surprise	0.523
improvise	surprise	0.523
undiscovered	surprise	0.523
howl	surprise	0.516
chance	surprise	0.516
stealthily	surprise	0.516
tickle	surprise	0.516
yelp	surprise	0.516
pop	surprise	0.508
unintentionally	surprise	0.508
swerve	surprise	0.508
transcendence	surprise	0.508
garish	surprise	0.508
luck	surprise	0.508
magnificent	surprise	0.508
rave	surprise	0.508
reflex	surprise	0.508
slayer	surprise	0.500
erotic	surprise	0.500
marvelous	surprise	0.500
fainting	surprise	0.500
pang	surprise	0.500
misbehavior	surprise	0.500
infrequent	surprise	0.500
embarrassment	surprise	0.500
diversion	surprise	0.500
alertness	surprise	0.500
enliven	surprise	0.500
remarkable	surprise	0.500
heroic	surprise	0.500
decoy	surprise	0.492
greatness	surprise	0.492
trump	surprise	0.492
unutterable	surprise	0.492
nab	surprise	0.492
chimera	surprise	0.492
infarct	surprise	0.492
camouflage	surprise	0.492
exigent	surprise	0.492
birthday	surprise	0.492
variable	surprise	0.484
horde	surprise	0.484
daemon	surprise	0.484
zeal	surprise	0.484
underestimate	surprise	0.484
fanfare	surprise	0.484
magician	surprise	0.484
inexpressible	surprise	0.484
prick	surprise	0.484
curiosity	surprise	0.484
fortune	surprise	0.477
chicane	surprise	0.477
subversive	surprise	0.477
incident	surprise	0.477
gawk	surprise	0.477
dreadfully	surprise	0.477
sneeze	surprise	0.477
unguarded	surprise	0.477
illumination	surprise	0.477
strange	surprise	0.477
leery	surprise	0.469
reversal	surprise	0.469
rapid	surprise	0.469
wizard	surprise	0.469
prowl	surprise	0.469
coincidence	surprise	0.461
break	surprise	0.461
hilarious	surprise	0.461
subito	surprise	0.461
divergent	surprise	0.461
slip	surprise	0.461
ordeal	surprise	0.453
raffle	surprise	0.453
confession	surprise	0.453
winning	surprise	0.453
hoax	surprise	0.453
wonderful	surprise	0.453
evanescence	surprise	0.453
overestimate	surprise	0.453
merriment	surprise	0.453
laughter	surprise	0.445
stound	surprise	0.445
enthusiast	surprise	0.445
splendid	surprise	0.445
gambling	surprise	0.445
perchance	surprise	0.445
feat	surprise	0.445
excel	surprise	0.445
unique	surprise	0.438
senseless	surprise	0.438
unintentional	surprise	0.438
splendor	surprise	0.438
changeable	surprise	0.438
rapt	surprise	0.438
brighten	surprise	0.438
fascination	surprise	0.430
intrigue	surprise	0.430
fiesta	surprise	0.430
trepidation	surprise	0.430
delighted	surprise	0.430
lawsuit	surprise	0.430
gift	surprise	0.430
stealthy	surprise	0.430
stealth	surprise	0.422
enchant	surprise	0.422
originality	surprise	0.422
riddle	surprise	0.422
quicksilver	surprise	0.422
judgment	surprise	0.422
liberation	surprise	0.414
syncope	surprise	0.414
experiment	surprise	0.414
elusive	surprise	0.414
perjury	surprise	0.414
veracity	surprise	0.414
illegitimate	surprise	0.414
spirits	surprise	0.414
allure	surprise	0.406
applause	surprise	0.406
parade	surprise	0.406
gambler	surprise	0.406
inspired	surprise	0.406
fete	surprise	0.406
eager	surprise	0.406
princely	surprise	0.398
divorce	surprise	0.398
guess	surprise	0.398
secrecy	surprise	0.398
burlesque	surprise	0.398
cheerful	surprise	0.391
incontinence	surprise	0.391
supremacy	surprise	0.391
peri	surprise	0.391
aspiration	surprise	0.391
hermaphrodite	surprise	0.391
score	surprise	0.383
crowning	surprise	0.383
praiseworthy	surprise	0.383
lose	surprise	0.383
buck	surprise	0.383
inheritance	surprise	0.383
cadaver	surprise	0.383
succeed	surprise	0.375
camouflaged	surprise	0.375
advance	surprise	0.375
mystic	surprise	0.375
frisky	surprise	0.375
compliment	surprise	0.375
gulp	surprise	0.375
hope	surprise	0.367
excavation	surprise	0.367
sparkle	surprise	0.367
joker	surprise	0.367
sensual	surprise	0.367
entertainment	surprise	0.359
feeling	surprise	0.359
postponement	surprise	0.352
modify	surprise	0.352
award	surprise	0.352
blessings	surprise	0.352
clown	surprise	0.352
newcomer	surprise	0.352
obit	surprise	0.352
hero	surprise	0.344
start	surprise	0.344
proficiency	surprise	0.344
glorify	surprise	0.344
celebrity	surprise	0.344
highest	surprise	0.344
wonderfully	surprise	0.344
rekindle	surprise	0.336
dissolution	surprise	0.336
memorable	surprise	0.336
grin	surprise	0.336
optimism	surprise	0.336
prodigious	surprise	0.336
sanctify	surprise	0.336
unbeaten	surprise	0.336
warned	surprise	0.336
admiration	surprise	0.328
hypertrophy	surprise	0.328
present	surprise	0.320
angel	surprise	0.320
hap	surprise	0.320
examination	surprise	0.320
catch	surprise	0.320
liberty	surprise	0.312
puma	surprise	0.312
treat	surprise	0.312
flirt	surprise	0.312
inaffable	surprise	0.312
scrimmage	surprise	0.312
occasional	surprise	0.312
kiss	surprise	0.312
embrace	surprise	0.312
dismissal	surprise	0.312
saint	surprise	0.312
generosity	surprise	0.305
perfection	surprise	0.305
saintly	surprise	0.305
gratify	surprise	0.305
sally	surprise	0.305
larger	surprise	0.297
differently	surprise	0.297
favorable	surprise	0.297
palpable	surprise	0.297
finally	surprise	0.297
polarity	surprise	0.297
ceremony	surprise	0.297
warn	surprise	0.297
inviting	surprise	0.289
greeting	surprise	0.289
romance	surprise	0.289
medal	surprise	0.289
trip	surprise	0.281
resignation	surprise	0.281
accolade	surprise	0.281
labor	surprise	0.281
candid	surprise	0.281
stare	surprise	0.273
somatic	surprise	0.266
immerse	surprise	0.266
playful	surprise	0.266
insolvency	surprise	0.266
compensate	surprise	0.266
glimmer	surprise	0.266
admire	surprise	0.266
invite	surprise	0.266
mimicry	surprise	0.266
festival	surprise	0.266
laugh	surprise	0.258
chuckle	surprise	0.258
hypothesis	surprise	0.258
receiving	surprise	0.258
complement	surprise	0.258
honeymoon	surprise	0.250
marry	surprise	0.242
opera	surprise	0.242
pleasant	surprise	0.242
independence	surprise	0.242
holiness	surprise	0.234
hopeful	surprise	0.234
assessment	surprise	0.234
rhythmical	surprise	0.234
trophy	surprise	0.234
leave	surprise	0.234
chant	surprise	0.234
deal	surprise	0.227
placard	surprise	0.227
procession	surprise	0.227
cherish	surprise	0.219
good	surprise	0.219
shopping	surprise	0.219
musical	surprise	0.219
shell	surprise	0.211
simplify	surprise	0.211
dawn	surprise	0.211
sweet	surprise	0.203
purity	surprise	0.203
morals	surprise	0.203
money	surprise	0.203
nullify	surprise	0.203
preservative	surprise	0.195
unfulfilled	surprise	0.195
precious	surprise	0.195
humanitarian	surprise	0.195
synchronize	surprise	0.195
singularly	surprise	0.188
obliging	surprise	0.188
pray	surprise	0.180
lovely	surprise	0.180
graduation	surprise	0.180
foresee	surprise	0.180
youth	surprise	0.172
art	surprise	0.172
mouth	surprise	0.172
sun	surprise	0.172
thirst	surprise	0.172
goodness	surprise	0.164
young	surprise	0.164
latent	surprise	0.156
overdue	surprise	0.156
visor	surprise	0.156
practiced	surprise	0.156
destination	surprise	0.148
loyal	surprise	0.148
expect	surprise	0.148
wireless	surprise	0.148
cream	surprise	0.141
quote	surprise	0.141
infant	surprise	0.141
slush	surprise	0.141
playground	surprise	0.133
organization	surprise	0.125
teach	surprise	0.125
vote	surprise	0.125
dolphin	surprise	0.117
weight	surprise	0.117
smile	surprise	0.117
cable	surprise	0.109
sisterhood	surprise	0.109
sunny	surprise	0.102
steady	surprise	0.094
peaceful	surprise	0.086
spa	surprise	0.086
leisure	surprise	0.086
picnic	surprise	0.078
tree	surprise	0.078
worm	surprise	0.055
truthfulness	trust	0.906
trusted	trust	0.883
trustworthy	trust	0.867
truth	trust	0.844
honor	trust	0.844
honest	trust	0.844
honesty	trust	0.844
trusting	trust	0.836
truthful	trust	0.836
brotherhood	trust	0.820
entrust	trust	0.812
credibility	trust	0.805
integrity	trust	0.805
honorable	trust	0.805
loyalty	trust	0.805
committed	trust	0.805
trust	trust	0.805
faithful	trust	0.797
sincere	trust	0.797
true	trust	0.789
partnership	trust	0.789
responsible	trust	0.789
wisdom	trust	0.789
verification	trust	0.781
cooperative	trust	0.781
vow	trust	0.781
oath	trust	0.781
credible	trust	0.773
respectable	trust	0.773
promise	trust	0.773
verified	trust	0.773
hero	trust	0.773
sisterhood	trust	0.773
qualified	trust	0.766
respected	trust	0.766
authentication	trust	0.766
compassion	trust	0.759
safekeeping	trust	0.758
love	trust	0.758
trusts	trust	0.758
moral	trust	0.758
reputable	trust	0.758
reliability	trust	0.758
approval	trust	0.758
loyal	trust	0.750
competence	trust	0.750
companion	trust	0.750
ally	trust	0.750
respect	trust	0.750
advised	trust	0.750
safeguard	trust	0.750
authentic	trust	0.750
genuine	trust	0.750
friend	trust	0.750
stable	trust	0.750
friendships	trust	0.750
respects	trust	0.742
wholesome	trust	0.742
faith	trust	0.742
proven	trust	0.742
freedom	trust	0.742
accepting	trust	0.742
unification	trust	0.734
confirmation	trust	0.734
protecting	trust	0.734
admirable	trust	0.734
reassurance	trust	0.734
heartfelt	trust	0.734
supporter	trust	0.734
respectful	trust	0.734
trustee	trust	0.734
friendship	trust	0.727
fact	trust	0.727
confidentially	trust	0.727
believing	trust	0.727
confident	trust	0.727
credential	trust	0.727
partners	trust	0.727
agreement	trust	0.727
alliance	trust	0.727
excellence	trust	0.727
equality	trust	0.727
authenticate	trust	0.719
intelligence	trust	0.719
virtue	trust	0.719
honored	trust	0.719
closeness	trust	0.719
kindred	trust	0.719
virtuous	trust	0.719
allegiance	trust	0.711
dedication	trust	0.711
cooperating	trust	0.711
cooperation	trust	0.711
determination	trust	0.711
straightforward	trust	0.711
consistency	trust	0.711
creditable	trust	0.711
charitable	trust	0.711
guarantee	trust	0.711
justice	trust	0.711
morality	trust	0.703
admire	trust	0.703
motherhood	trust	0.703
guardianship	trust	0.703
admiration	trust	0.703
assurance	trust	0.703
reverence	trust	0.703
proof	trust	0.703
mentor	trust	0.703
innocent	trust	0.703
friendliness	trust	0.703
reliable	trust	0.703
nurture	trust	0.703
prepared	trust	0.703
protected	trust	0.703
sanctuary	trust	0.703
mother	trust	0.703
fulfilled	trust	0.703
marriage	trust	0.695
compassionate	trust	0.695
certified	trust	0.695
skillful	trust	0.695
united	trust	0.695
approving	trust	0.695
scientist	trust	0.695
agreeable	trust	0.695
allied	trust	0.695
bodyguard	trust	0.695
courage	trust	0.695
morals	trust	0.695
pact	trust	0.695
accountable	trust	0.695
humanitarian	trust	0.695
guardian	trust	0.695
indestructible	trust	0.695
guidance	trust	0.688
justifiable	trust	0.688
esteem	trust	0.688
competent	trust	0.688
valor	trust	0.688
secure	trust	0.688
adviser	trust	0.688
humanity	trust	0.688
perfection	trust	0.688
monogamy	trust	0.688
authenticity	trust	0.688
believed	trust	0.688
pledge	trust	0.688
understanding	trust	0.688
solidity	trust	0.688
goodness	trust	0.680
diplomatic	trust	0.680
expertise	trust	0.680
confirmed	trust	0.680
confide	trust	0.680
hope	trust	0.680
confidential	trust	0.680
strongest	trust	0.680
professional	trust	0.680
grandfather	trust	0.680
commendable	trust	0.680
indivisible	trust	0.680
approve	trust	0.680
familiarity	trust	0.680
diligence	trust	0.680
humble	trust	0.680
leader	trust	0.680
agreeing	trust	0.680
affirm	trust	0.680
elders	trust	0.680
official	trust	0.680
protector	trust	0.680
inspire	trust	0.680
acceptance	trust	0.680
advocacy	trust	0.680
sanctify	trust	0.672
faultless	trust	0.672
cohesive	trust	0.672
encyclopedia	trust	0.672
mastery	trust	0.672
accepted	trust	0.672
healing	trust	0.672
dignity	trust	0.672
unwavering	trust	0.672
safe	trust	0.672
intelligent	trust	0.672
believes	trust	0.672
benevolence	trust	0.672
accredited	trust	0.672
covenant	trust	0.672
harmoniously	trust	0.672
advocate	trust	0.664
team	trust	0.664
authority	trust	0.664
fulfillment	trust	0.664
supporting	trust	0.664
affirmatively	trust	0.664
attestation	trust	0.664
proficient	trust	0.664
disciple	trust	0.664
impeccable	trust	0.664
accountability	trust	0.664
